date;BTC;LTC;DASH;ETH;1INCH;ADA;ARB;ATOM;BNB;DOT;DYDX;IMX;MATIC;SOL;XMR;XRP;ZEC
01.01.2015;317,20;2,7070;1,9522;0;0;0;0;0;0;0;0;0;0;0;0;0,0243;0
02.01.2015;314,70;2,6814;1,9265;0;0;0;0;0;0;0;0;0;0;0;0;0,0244;0
03.01.2015;297,63;2,3849;1,8440;0;0;0;0;0;0;0;0;0;0;0;0;0,0232;0
04.01.2015;272,02;2,0299;1,6488;0;0;0;0;0;0;0;0;0;0;0;0;0,0204;0
05.01.2015;271,63;2,0567;1,6496;0;0;0;0;0;0;0;0;0;0;0;0;0,0196;0
06.01.2015;280,03;2,0811;1,6775;0;0;0;0;0;0;0;0;0;0;0;0;0,0205;0
07.01.2015;290,81;2,1152;1,7234;0;0;0;0;0;0;0;0;0;0;0;0;0,0207;0
08.01.2015;288,09;2,0617;1,7072;0;0;0;0;0;0;0;0;0;0;0;0;0,0208;0
09.01.2015;285,77;1,9848;1,7169;0;0;0;0;0;0;0;0;0;0;0;0;0,0206;0
10.01.2015;280,96;1,7922;1,6736;0;0;0;0;0;0;0;0;0;0;0;0;0,0199;0
11.01.2015;272,24;1,7573;1,6590;0;0;0;0;0;0;0;0;0;0;0;0;0,019;0
12.01.2015;268,68;1,7447;1,6458;0;0;0;0;0;0;0;0;0;0;0;0;0,0186;0
13.01.2015;242,89;1,6236;1,4916;0;0;0;0;0;0;0;0;0;0;0;0;0,018;0
14.01.2015;195,96;1,3277;1,1897;0;0;0;0;0;0;0;0;0;0;0;0;0,0178;0
15.01.2015;201,30;1,2596;1,2067;0;0;0;0;0;0;0;0;0;0;0;0;0,0153;0
16.01.2015;210,40;1,3685;1,3038;0;0;0;0;0;0;0;0;0;0;0;0;0,0167;0
17.01.2015;203,13;1,3258;1,2343;0;0;0;0;0;0;0;0;0;0;0;0;0,0159;0
18.01.2015;206,25;1,3010;1,2677;0;0;0;0;0;0;0;0;0;0;0;0;0,0154;0
19.01.2015;211,97;1,3326;1,3373;0;0;0;0;0;0;0;0;0;0;0;0;0,0158;0
20.01.2015;210,13;1,3220;1,3740;0;0;0;0;0;0;0;0;0;0;0;0;0,016;0
21.01.2015;219,34;1,3459;1,5186;0;0;0;0;0;0;0;0;0;0;0;0;0,0164;0
22.01.2015;231,66;1,4135;1,6232;0;0;0;0;0;0;0;0;0;0;0;0;0,0169;0
23.01.2015;229,97;1,4053;1,5987;0;0;0;0;0;0;0;0;0;0;0;0;0,0169;0
24.01.2015;238,94;1,6364;1,6603;0;0;0;0;0;0;0;0;0;0;0;0;0,0167;0
25.01.2015;249,42;2,0901;1,7691;0;0;0;0;0;0;0;0;0;0;0;0;0,0167;0
26.01.2015;280,37;2,2170;1,9331;0;0;0;0;0;0;0;0;0;0;0;0;0,0168;0
27.01.2015;262,77;1,9988;1,7826;0;0;0;0;0;0;0;0;0;0;0;0;0,0158;0
28.01.2015;246,00;1,9654;1,7050;0;0;0;0;0;0;0;0;0;0;0;0;0,0154;0
29.01.2015;229,53;1,8898;1,6291;0;0;0;0;0;0;0;0;0;0;0;0;0,0148;0
30.01.2015;234,19;1,9370;1,6547;0;0;0;0;0;0;0;0;0;0;0;0;0,0146;0
31.01.2015;224,74;1,9049;1,6408;0;0;0;0;0;0;0;0;0;0;0;0;0,0145;0
01.02.2015;221,57;1,7772;1,7343;0;0;0;0;0;0;0;0;0;0;0;0;0,0142;0
02.02.2015;232,22;1,8139;1,8701;0;0;0;0;0;0;0;0;0;0;0;0;0,0139;0
03.02.2015;234,97;1,8717;1,8511;0;0;0;0;0;0;0;0;0;0;0;0;0,0133;0
04.02.2015;225,54;1,7978;1,8183;0;0;0;0;0;0;0;0;0;0;0;0;0,0133;0
05.02.2015;226,73;1,7698;1,8092;0;0;0;0;0;0;0;0;0;0;0;0;0,014;0
06.02.2015;223,26;1,7833;1,8010;0;0;0;0;0;0;0;0;0;0;0;0;0,015;0
07.02.2015;226,42;1,7671;1,8314;0;0;0;0;0;0;0;0;0;0;0;0;0,0148;0
08.02.2015;225,22;1,7857;1,8290;0;0;0;0;0;0;0;0;0;0;0;0;0,0145;0
09.02.2015;220,47;1,7501;2,0377;0;0;0;0;0;0;0;0;0;0;0;0;0,0142;0
10.02.2015;218,55;1,7361;2,2660;0;0;0;0;0;0;0;0;0;0;0;0;0,0138;0
11.02.2015;220,72;1,7515;2,9041;0;0;0;0;0;0;0;0;0;0;0;0;0,0137;0
12.02.2015;219,89;1,7408;3,0133;0;0;0;0;0;0;0;0;0;0;0;0;0,0139;0
13.02.2015;230,56;1,7985;3,0280;0;0;0;0;0;0;0;0;0;0;0;0;0,0143;0
14.02.2015;247,37;1,8909;2,9396;0;0;0;0;0;0;0;0;0;0;0;0;0,0148;0
15.02.2015;245,91;1,9082;2,7219;0;0;0;0;0;0;0;0;0;0;0;0;0,0143;0
16.02.2015;234,21;1,8219;2,7950;0;0;0;0;0;0;0;0;0;0;0;0;0,0137;0
17.02.2015;238,95;1,8352;2,7061;0;0;0;0;0;0;0;0;0;0;0;0;0,0139;0
18.02.2015;238,22;1,8333;2,6746;0;0;0;0;0;0;0;0;0;0;0;0;0,0139;0
19.02.2015;239,10;1,8334;2,7672;0;0;0;0;0;0;0;0;0;0;0;0;0,0138;0
20.02.2015;243,17;1,8482;2,7451;0;0;0;0;0;0;0;0;0;0;0;0;0,0136;0
21.02.2015;249,18;1,8503;2,7259;0;0;0;0;0;0;0;0;0;0;0;0;0,0134;0
22.02.2015;240,04;1,8254;2,6567;0;0;0;0;0;0;0;0;0;0;0;0;0,0132;0
23.02.2015;236,23;1,8017;2,5005;0;0;0;0;0;0;0;0;0;0;0;0;0,0132;0
24.02.2015;238,14;1,8200;2,7092;0;0;0;0;0;0;0;0;0;0;0;0;0,0134;0
25.02.2015;237,43;1,8114;2,7997;0;0;0;0;0;0;0;0;0;0;0;0;0,0134;0
26.02.2015;235,98;1,8029;2,7311;0;0;0;0;0;0;0;0;0;0;0;0;0,0133;0
27.02.2015;246,34;1,8358;2,9182;0;0;0;0;0;0;0;0;0;0;0;0;0,0134;0
28.02.2015;252,07;1,8343;3,0959;0;0;0;0;0;0;0;0;0;0;0;0;0,0132;0
01.03.2015;253,67;1,8590;3,2736;0;0;0;0;0;0;0;0;0;0;0;0;0,0126;0
02.03.2015;267,15;1,9059;3,4665;0;0;0;0;0;0;0;0;0;0;0;0;0,0121;0
03.03.2015;276,84;1,9395;3,5208;0;0;0;0;0;0;0;0;0;0;0;0;0,0114;0
04.03.2015;276,06;1,9472;3,5782;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0
05.03.2015;273,09;1,9018;3,3890;0;0;0;0;0;0;0;0;0;0;0;0;0,0108;0
06.03.2015;273,79;1,9035;3,3769;0;0;0;0;0;0;0;0;0;0;0;0;0,0113;0
07.03.2015;273,96;1,9007;3,5014;0;0;0;0;0;0;0;0;0;0;0;0;0,0107;0
08.03.2015;275,20;1,9000;3,4001;0;0;0;0;0;0;0;0;0;0;0;0;0,0102;0
09.03.2015;283,14;1,9172;3,5052;0;0;0;0;0;0;0;0;0;0;0;0;0,0104;0
10.03.2015;294,85;2,0089;3,2140;0;0;0;0;0;0;0;0;0;0;0;0;0,0104;0
11.03.2015;293,93;2,0111;3,1716;0;0;0;0;0;0;0;0;0;0;0;0;0,0101;0
12.03.2015;294,74;2,0345;3,1429;0;0;0;0;0;0;0;0;0;0;0;0;0,0103;0
13.03.2015;289,88;2,0278;2,9720;0;0;0;0;0;0;0;0;0;0;0;0;0,0105;0
14.03.2015;283,65;2,0035;2,9749;0;0;0;0;0;0;0;0;0;0;0;0;0,0108;0
15.03.2015;283,75;2,0122;3,0237;0;0;0;0;0;0;0;0;0;0;0;0;0,011;0
16.03.2015;289,86;2,0393;3,1491;0;0;0;0;0;0;0;0;0;0;0;0;0,0109;0
17.03.2015;288,34;2,0150;3,2694;0;0;0;0;0;0;0;0;0;0;0;0;0,011;0
18.03.2015;267,02;1,8536;3,2253;0;0;0;0;0;0;0;0;0;0;0;0;0,0107;0
19.03.2015;256,32;1,7206;3,2722;0;0;0;0;0;0;0;0;0;0;0;0;0,0105;0
20.03.2015;261,99;1,7717;3,5808;0;0;0;0;0;0;0;0;0;0;0;0;0,0105;0
21.03.2015;258,90;1,7466;5,1030;0;0;0;0;0;0;0;0;0;0;0;0;0,0103;0
22.03.2015;264,62;1,7686;4,5671;0;0;0;0;0;0;0;0;0;0;0;0;0,0102;0
23.03.2015;269,41;1,7756;4,7729;0;0;0;0;0;0;0;0;0;0;0;0;0,0102;0
24.03.2015;255,32;1,7135;4,9837;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0
25.03.2015;242,77;1,6965;5,5335;0;0;0;0;0;0;0;0;0;0;0;0;0,0095;0
26.03.2015;249,58;1,6883;5,1501;0;0;0;0;0;0;0;0;0;0;0;0;0,0089;0
27.03.2015;250,94;1,6825;4,8721;0;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
28.03.2015;250,57;1,6968;4,8788;0;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
29.03.2015;246,92;1,6746;4,7823;0;0;0;0;0;0;0;0;0;0;0;0;0,0087;0
30.03.2015;244,17;1,6637;4,3109;0;0;0;0;0;0;0;0;0;0;0;0;0,0085;0
31.03.2015;245,72;1,6609;4,1513;0;0;0;0;0;0;0;0;0;0;0;0;0,0081;0
01.04.2015;244,33;1,6536;3,8563;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
02.04.2015;249,90;1,6761;4,1905;0;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
03.04.2015;253,95;1,6897;4,4201;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
04.04.2015;253,17;1,6889;4,1559;0;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
05.04.2015;256,27;1,6933;4,0794;0;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
06.04.2015;258,16;1,6951;4,1303;0;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
07.04.2015;254,00;1,6768;3,9141;0;0;0;0;0;0;0;0;0;0;0;0;0,0089;0
08.04.2015;248,98;1,6470;3,7014;0;0;0;0;0;0;0;0;0;0;0;0;0,0092;0
09.04.2015;242,74;1,5902;3,6176;0;0;0;0;0;0;0;0;0;0;0;0;0,009;0
10.04.2015;238,17;1,5530;3,2624;0;0;0;0;0;0;0;0;0;0;0;0;0,0086;0
11.04.2015;236,84;1,4875;3,3330;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
12.04.2015;235,60;1,4709;3,3347;0;0;0;0;0;0;0;0;0;0;0;0;0,0085;0
13.04.2015;229,34;1,4239;3,2360;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
14.04.2015;220,61;1,3634;3,1326;0;0;0;0;0;0;0;0;0;0;0;0;0,0082;0
15.04.2015;221,22;1,3823;3,0516;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
16.04.2015;226,78;1,4022;3,0410;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
17.04.2015;225,40;1,4188;2,9010;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
18.04.2015;222,59;1,4053;2,8633;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
19.04.2015;224,35;1,4025;2,8545;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
20.04.2015;224,15;1,3968;2,7363;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
21.04.2015;229,72;1,4153;2,7635;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
22.04.2015;235,68;1,4467;3,1025;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
23.04.2015;234,83;1,4526;3,4040;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
24.04.2015;233,09;1,4393;3,3352;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
25.04.2015;229,43;1,4133;3,1815;0;0;0;0;0;0;0;0;0;0;0;0;0,0082;0
26.04.2015;220,82;1,3524;3,0120;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
27.04.2015;225,53;1,3586;3,0379;0;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
28.04.2015;226,26;1,3692;2,9830;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
29.04.2015;225,23;1,3588;2,9702;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
30.04.2015;232,16;1,4055;2,9576;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
01.05.2015;235,50;1,4272;2,8482;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
02.05.2015;234,03;1,4139;2,7870;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
03.05.2015;238,62;1,4331;2,7584;0;0;0;0;0;0;0;0;0;0;0;0;0,0081;0
04.05.2015;240,21;1,4278;2,8343;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
05.05.2015;235,60;1,4058;2,8436;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
06.05.2015;232,81;1,3985;2,8948;0;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
07.05.2015;233,78;1,4342;2,7948;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
08.05.2015;241,22;1,4665;2,7861;0;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
09.05.2015;243,69;1,4659;2,7512;0;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
10.05.2015;241,45;1,4383;2,7077;0;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
11.05.2015;241,81;1,4424;2,7246;0;0;0;0;0;0;0;0;0;0;0;0;0,0074;0
12.05.2015;241,49;1,4394;2,7371;0;0;0;0;0;0;0;0;0;0;0;0;0,0073;0
13.05.2015;239,33;1,4634;2,7200;0;0;0;0;0;0;0;0;0;0;0;0;0,007;0
14.05.2015;235,92;1,4476;2,7638;0;0;0;0;0;0;0;0;0;0;0;0;0,0067;0
15.05.2015;237,77;1,4516;2,8922;0;0;0;0;0;0;0;0;0;0;0;0;0,0066;0
16.05.2015;236,49;1,4268;2,9560;0;0;0;0;0;0;0;0;0;0;0;0;0,0066;0
17.05.2015;237,01;1,4525;2,9718;0;0;0;0;0;0;0;0;0;0;0;0;0,0065;0
18.05.2015;234,82;1,4531;2,8929;0;0;0;0;0;0;0;0;0;0;0;0;0,006;0
19.05.2015;232,98;1,4497;2,8456;0;0;0;0;0;0;0;0;0;0;0;0;0,0061;0
20.05.2015;233,26;1,4557;2,8395;0;0;0;0;0;0;0;0;0;0;0;0;0,0067;0
21.05.2015;235,04;1,4700;2,8732;0;0;0;0;0;0;0;0;0;0;0;0;0,0066;0
22.05.2015;238,00;1,6655;2,8807;0;0;0;0;0;0;0;0;0;0;0;0;0,0066;0
23.05.2015;239,85;1,8367;2,8950;0;0;0;0;0;0;0;0;0;0;0;0;0,0067;0
24.05.2015;240,39;1,8130;2,9003;0;0;0;0;0;0;0;0;0;0;0;0;0,0068;0
25.05.2015;238,82;1,8156;2,8573;0;0;0;0;0;0;0;0;0;0;0;0;0,0069;0
26.05.2015;236,96;1,8048;2,7431;0;0;0;0;0;0;0;0;0;0;0;0;0,0069;0
27.05.2015;237,67;1,8404;2,6531;0;0;0;0;0;0;0;0;0;0;0;0;0,0069;0
28.05.2015;237,23;1,8425;2,7192;0;0;0;0;0;0;0;0;0;0;0;0;0,0074;0
29.05.2015;236,62;1,8290;2,7881;0;0;0;0;0;0;0;0;0;0;0;0;0,0085;0
30.05.2015;234,56;1,8231;2,7651;0;0;0;0;0;0;0;0;0;0;0;0;0,0087;0
31.05.2015;231,39;1,7192;2,7694;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
01.06.2015;226,45;1,6349;2,7128;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
02.06.2015;224,41;1,6407;2,7280;0;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
03.06.2015;225,66;1,6819;2,7988;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
04.06.2015;225,31;1,6764;2,7767;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
05.06.2015;224,57;1,7180;2,7788;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
06.06.2015;225,05;1,7678;2,8254;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
07.06.2015;224,41;1,7460;2,8164;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
08.06.2015;226,13;1,7636;2,8424;0;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
09.06.2015;229,44;1,7928;2,8059;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
10.06.2015;228,89;1,7721;2,7097;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
11.06.2015;229,53;1,7786;2,7311;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
12.06.2015;230,18;1,7996;2,8190;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
13.06.2015;230,92;1,8295;2,8091;0;0;0;0;0;0;0;0;0;0;0;0;0,0081;0
14.06.2015;233,43;1,9597;2,7893;0;0;0;0;0;0;0;0;0;0;0;0;0,0082;0
15.06.2015;235,62;2,0102;2,7847;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
16.06.2015;243,80;2,4041;2,8560;0;0;0;0;0;0;0;0;0;0;0;0;0,009;0
17.06.2015;251,61;2,9487;3,0289;0;0;0;0;0;0;0;0;0;0;0;0;0,0096;0
18.06.2015;248,09;3,0034;2,9646;0;0;0;0;0;0;0;0;0;0;0;0;0,0099;0
19.06.2015;247,36;2,8950;2,9312;0;0;0;0;0;0;0;0;0;0;0;0;0,0108;0
20.06.2015;243,22;2,9165;2,8590;0;0;0;0;0;0;0;0;0;0;0;0;0,0111;0
21.06.2015;243,54;2,9757;2,8507;0;0;0;0;0;0;0;0;0;0;0;0;0,0106;0
22.06.2015;245,84;3,0029;2,8690;0;0;0;0;0;0;0;0;0;0;0;0;0,0104;0
23.06.2015;245,21;2,9989;2,8665;0;0;0;0;0;0;0;0;0;0;0;0;0,0106;0
24.06.2015;242,42;2,8741;2,8435;0;0;0;0;0;0;0;0;0;0;0;0;0,0109;0
25.06.2015;241,85;2,7884;2,8187;0;0;0;0;0;0;0;0;0;0;0;0;0,011;0
26.06.2015;242,65;2,8643;2,8426;0;0;0;0;0;0;0;0;0;0;0;0;0,0112;0
27.06.2015;247,20;2,9838;2,8254;0;0;0;0;0;0;0;0;0;0;0;0;0,0114;0
28.06.2015;249,29;3,1614;2,7419;0;0;0;0;0;0;0;0;0;0;0;0;0,0114;0
29.06.2015;252,84;3,4043;2,7521;0;0;0;0;0;0;0;0;0;0;0;0;0,0117;0
30.06.2015;261,84;4,0226;2,8501;0;0;0;0;0;0;0;0;0;0;0;0;0,0117;0
01.07.2015;260,43;3,9775;2,8387;0;0;0;0;0;0;0;0;0;0;0;0;0,0112;0
02.07.2015;257,85;4,0413;2,8543;0;0;0;0;0;0;0;0;0;0;0;0;0,0111;0
03.07.2015;255,29;4,0961;2,9317;0;0;0;0;0;0;0;0;0;0;0;0;0,0111;0
04.07.2015;257,80;4,0991;3,0185;0;0;0;0;0;0;0;0;0;0;0;0;0,0109;0
05.07.2015;266,49;4,4705;3,1084;0;0;0;0;0;0;0;0;0;0;0;0;0,0104;0
06.07.2015;272,47;5,1560;3,1361;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0
07.07.2015;268,07;5,1833;3,0382;0;0;0;0;0;0;0;0;0;0;0;0;0,0097;0
08.07.2015;268,65;5,7298;3,0074;0;0;0;0;0;0;0;0;0;0;0;0;0,0095;0
09.07.2015;269,70;6,8530;3,0443;0;0;0;0;0;0;0;0;0;0;0;0;0,0092;0
10.07.2015;281,40;5,9601;3,6124;0;0;0;0;0;0;0;0;0;0;0;0;0,0091;0
11.07.2015;290,92;4,2136;4,0439;0;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
12.07.2015;303,25;4,8383;4,0343;0;0;0;0;0;0;0;0;0;0;0;0;0,0087;0
13.07.2015;295,60;4,7839;3,8708;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
14.07.2015;291,36;4,6789;3,7716;0;0;0;0;0;0;0;0;0;0;0;0;0,0086;0
15.07.2015;289,28;4,4230;3,6955;0;0;0;0;0;0;0;0;0;0;0;0;0,0086;0
16.07.2015;283,10;3,7533;3,6221;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
17.07.2015;276,13;3,7363;3,6527;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
18.07.2015;278,27;3,9954;3,8292;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
19.07.2015;274,09;3,8615;3,6534;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
20.07.2015;275,95;3,8353;3,6633;0;0;0;0;0;0;0;0;0;0;0;0;0,0081;0
21.07.2015;277,97;3,8851;3,6551;0;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
22.07.2015;276,02;3,7617;3,6089;0;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
23.07.2015;276,91;3,8061;3,5941;0;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
24.07.2015;282,16;4,2155;3,6060;0;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
25.07.2015;288,36;4,6727;3,7096;0;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
26.07.2015;290,37;4,5921;3,7673;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0
27.07.2015;292,56;4,6620;3,7536;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
28.07.2015;295,03;4,8883;3,7554;0;0;0;0;0;0;0;0;0;0;0;0;0,0085;0
29.07.2015;291,65;4,9079;3,6631;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
30.07.2015;288,34;4,6482;3,6474;0;0;0;0;0;0;0;0;0;0;0;0;0,0085;0
31.07.2015;285,63;4,6366;3,6703;0;0;0;0;0;0;0;0;0;0;0;0;0,0085;0
01.08.2015;281,50;4,3485;3,6114;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
02.08.2015;280,27;4,0253;3,6070;0;0;0;0;0;0;0;0;0;0;0;0;0,0082;0
03.08.2015;282,84;4,2024;3,6132;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
04.08.2015;283,46;4,3242;3,6636;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
05.08.2015;283,49;4,3628;3,6229;0;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
06.08.2015;280,15;4,1886;3,5453;0;0;0;0;0;0;0;0;0;0;0;0;0,0081;0
07.08.2015;278,37;4,0938;3,3731;2,9856;0;0;0;0;0;0;0;0;0;0;0;0,0081;0
08.08.2015;270,15;4,0249;3,1729;1,4142;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
09.08.2015;263,71;3,8962;3,1394;0,7441;0;0;0;0;0;0;0;0;0;0;0;0,0086;0
10.08.2015;264,81;3,9390;3,1048;0,6816;0;0;0;0;0;0;0;0;0;0;0;0,0088;0
11.08.2015;267,22;4,0493;3,1091;0,8661;0;0;0;0;0;0;0;0;0;0;0;0,0087;0
12.08.2015;268,06;4,0648;3,1187;1,0676;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
13.08.2015;264,53;3,9056;3,0394;1,5176;0;0;0;0;0;0;0;0;0;0;0;0,0082;0
14.08.2015;264,46;3,9651;3,0611;1,9923;0;0;0;0;0;0;0;0;0;0;0;0,0082;0
15.08.2015;263,97;3,9780;3,0105;1,7173;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
16.08.2015;259,73;3,9387;2,9348;1,3593;0;0;0;0;0;0;0;0;0;0;0;0,0084;0
17.08.2015;258,81;3,9856;3,0127;1,3691;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
18.08.2015;233,36;3,7081;2,7876;1,2030;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
19.08.2015;229,97;3,4864;2,6780;1,2402;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
20.08.2015;232,08;3,5473;2,7129;1,3836;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
21.08.2015;234,06;3,5952;2,7701;1,4510;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
22.08.2015;228,75;3,5237;2,6981;1,4132;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
23.08.2015;229,12;3,4445;2,6646;1,3526;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
24.08.2015;219,11;3,1716;2,5043;1,2953;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
25.08.2015;212,52;2,7872;2,3962;1,1838;0;0;0;0;0;0;0;0;0;0;0;0,0072;0
26.08.2015;225,62;2,9363;2,5765;1,1299;0;0;0;0;0;0;0;0;0;0;0;0,0073;0
27.08.2015;226,15;2,9124;2,5871;1,1628;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
28.08.2015;227,96;2,8288;2,5714;1,1634;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
29.08.2015;230,26;2,8839;2,5858;1,1779;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
30.08.2015;229,14;2,8320;2,5824;1,2655;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
31.08.2015;228,92;2,8260;2,5547;1,2949;0;0;0;0;0;0;0;0;0;0;0;0,008;0
01.09.2015;229,03;2,8411;2,5605;1,3645;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
02.09.2015;228,52;2,7925;2,5229;1,3090;0;0;0;0;0;0;0;0;0;0;0;0,0078;0
03.09.2015;228,13;2,6891;2,4900;1,2595;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
04.09.2015;228,97;2,6788;2,4590;1,2692;0;0;0;0;0;0;0;0;0;0;0;0,0074;0
05.09.2015;232,77;2,7984;2,4435;1,3062;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
06.09.2015;238,76;3,0067;2,5129;1,3334;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
07.09.2015;240,41;3,0446;2,4346;1,2712;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
08.09.2015;242,71;3,0715;2,3022;1,2562;0;0;0;0;0;0;0;0;0;0;0;0,0079;0
09.09.2015;241,10;2,9798;2,4411;1,2309;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
10.09.2015;238,52;2,9326;2,4047;1,1781;0;0;0;0;0;0;0;0;0;0;0;0,0077;0
11.09.2015;239,75;2,9621;2,3918;1,0487;0;0;0;0;0;0;0;0;0;0;0;0,008;0
12.09.2015;237,42;2,8962;2,4049;1,0398;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
13.09.2015;232,61;2,8145;2,3871;0,9702;0;0;0;0;0;0;0;0;0;0;0;0,0083;0
14.09.2015;230,19;2,8198;2,3099;0,9097;0;0;0;0;0;0;0;0;0;0;0;0,008;0
15.09.2015;244,06;2,8752;2,4526;0,9566;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
16.09.2015;229,30;2,8100;2,3489;0,9268;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
17.09.2015;229,61;2,8615;5,1838;0,8693;0;0;0;0;0;0;0;0;0;0;0;0,0074;0
18.09.2015;233,26;2,9505;2,4103;0,8607;0;0;0;0;0;0;0;0;0;0;0;0,0075;0
19.09.2015;232,15;2,9109;2,4209;0,8719;0;0;0;0;0;0;0;0;0;0;0;0,0074;0
20.09.2015;231,64;2,8526;2,4343;0,9098;0;0;0;0;0;0;0;0;0;0;0;0,0076;0
21.09.2015;228,86;2,8253;2,3753;0,9169;0;0;0;0;0;0;0;0;0;0;0;0,0074;0
22.09.2015;228,73;2,8373;2,4277;0,8918;0;0;0;0;0;0;0;0;0;0;0;0,0072;0
